firstName,lastName,email,product,area,postalCode,longtitude,latitude,event,description,date
Thomas,Parker,Thomas.Parker@gmail.com,Cherries,Lefkada,311_00,38.708115485301256,20.68488440821939,Flooding,The_likeable_egg_remembers_mosquito.,2022-12-02
Christopher,Garner,Christopher.Garner@gmail.com,Asparagus,Kapsia,221_00,37.61498633024228,22.345507626016772,Freeze,The_absorbed_starter_annoys_diving.,2021-03-22
Jeffrey,Ray,Jeffrey.Ray@gmail.com,Chestnuts,Agios_Nikolaos,721_00,35.191061174269656,25.714531201542446,Pruning,The_jealous_peer-to-peer_looks_professional.,2022-06-23
James,Wilson,James.Wilson@gmail.com,Onions,Chios,821_00,38.36682612947608,26.07357077399551,Pruning,The_typical_back_activates_blinker.,2023-01-18
Kevin,Thomas,Kevin.Thomas@gmail.com,Onions,Aegina,180_10,37.72887939171568,23.485510080270156,Bacterium,The_clumsy_downstairs_cuts_submarine.,2023-10-29
Steven,Sparks,Steven.Sparks@gmail.com,Aubergines,Edessa,582_00,40.810088473119414,22.0381790604984,Rain,The_young_hacienda_helps_voice.,2022-08-09
Patrick,Huff,Patrick.Huff@gmail.com,Melons,Kilkis,611_00,40.98302824917359,22.868122839504526,Flooding,The_frail_article_teases_patrimony.,2022-07-16
Daniel,Blankenship,Daniel.Blankenship@gmail.com,Cucumbers,Simi,856_00,36.616320076923415,27.834090209833906,Drought,The_outstanding_quiver_surprises_hatchling.,2023-10-18
Jonathan,Jones,Jonathan.Jones@gmail.com,Chicories,Thasos,640_04,40.72378485524346,24.612732807567166,Sprinkling,The_craven_hormone_trains_hawk.,2021-07-03
Johnny,Hancock,Johnny.Hancock@gmail.com,Avocados,Edessa,582_00,40.810088473119414,22.0381790604984,Sprinkling,The_square_mop_formulates_removal.,2021-10-28
Harold,Herrera,Harold.Herrera@gmail.com,Cabbages,Zante,291_00,37.79754261942515,20.86994792628817,Rain,The_reminiscent_limit_shrinks_weasel.,2022-06-29
Greg,Gibson,Greg.Gibson@gmail.com,Almonds,Arta,471_00,39.14583327357357,20.995460986354168,Hail,The_frightened_floor_springs_publicity.,2023-12-05
Justin,Nguyen,Justin.Nguyen@gmail.com,Apples,Kasos,858_00,35.414022617414936,26.928894255224673,Pruning,The_fascinated_form_bangs_vertigo.,2022-11-16
David,Bauer,David.Bauer@gmail.com,Avocados,Other,Other,Other,Other,Other,The_panoramic_tick_pretends_bandanna.,2021-05-13
Jeffrey,Andrews,Jeffrey.Andrews@gmail.com,Fresh_onions,Lamia,351_00,38.89854435830873,22.421828692123736,Pruning,The_witty_gerbil_suffers_carpenter.,2022-07-04
Jesse,Walsh,Jesse.Walsh@gmail.com,Peppers,Sparta,231_00,37.073568044229425,22.427920342313236,Drought,The_inquisitive_clasp_crushes_hotel.,2021-12-04
Elizabeth,Andersen,Elizabeth.Andersen@gmail.com,Watermellons,Karpenisi,361_00,38.885746682697814,21.775750995823323,Pruning,The_deep_classroom_helps_catalyst.,2021-09-26
Nicholas,Lee,Nicholas.Lee@gmail.com,Fresh_onions,Amfissa,331_00,38.528823329320176,22.37756652912503,Damaging_winds,The_tawdry_drain_heaps_technology.,2021-10-04
Christopher,Stafford,Christopher.Stafford@gmail.com,Asparagus,Rhodes,851_00,36.44842836419851,28.22227939163934,Disease,The_righteous_slave_clears_vault.,2021-05-19
Sean,Trujillo,Sean.Trujillo@gmail.com,Other,Kastoria,521_00,40.54406711129824,21.2549827978987,Damaging_winds,The_sharp_humidity_perfects_creation.,2021-08-17
Paul,Avila,Paul.Avila@gmail.com,Almonds,Milos,848_00,36.74535559207423,24.429736203229236,Flooding,The_known_therapist_wends_ape.,2021-03-18
Dawn,Kent,Dawn.Kent@gmail.com,Apricots,Mantinia,220_05,37.6165132045188,22.384159084709285,Freeze,The_hollow_mission_empties_zampone.,2022-12-01
Destiny,Elliott,Destiny.Elliott@gmail.com,Melons,Spetses,180_50,37.26277249360422,23.13038748006553,Hail,The_cultured_climb_dispenses_shoes.,2022-07-02
Chad,Hughes,Chad.Hughes@gmail.com,Hazelnuts,Corfu,491_00,39.62044087432396,19.879267794625388,Damaging_winds,The_troubled_data_flowers_probability.,2022-10-21
Pamela,Roy,Pamela.Roy@gmail.com,Cherries,Amfissa,331_00,38.528823329320176,22.37756652912503,Drought,The_innocent_texture_sets_hammer.,2021-04-11
Melissa,Daniels,Melissa.Daniels@gmail.com,Lettuces,Volos,382_00,39.364387122070035,22.94834536762765,Flooding,The_wonderful_aggression_hopes_racist.,2023-06-21
Kathleen,Griffin,Kathleen.Griffin@gmail.com,Walnuts,Mantinia,220_05,37.6165132045188,22.384159084709285,Hail,The_ultra_basketball_establishes_timer.,2023-05-08
Vincent,Diaz,Vincent.Diaz@gmail.com,Hazelnuts,Agios_Nikolaos,721_00,35.191061174269656,25.714531201542446,Freeze,The_jittery_trap_arranges_kennel.,2021-12-15
Andrew,Vincent,Andrew.Vincent@gmail.com,Hazelnuts,Karpathos,857_00,35.49656632993895,27.173005816172893,Other,The_unable_support_withholds_honey.,2023-12-27
Monica,Reed,Monica.Reed@gmail.com,Apples,Larisa,415_00,39.63017613682956,22.444708945998894,Flooding,The_ancient_examination_finds_modeling.,2022-10-07
Zachary,Evans,Zachary.Evans@gmail.com,Artichokes,Kos,853_00,36.89250592706009,27.285493581604076,Bacterium,The_belligerent_dust_storm_connects_burn-out.,2022-05-23
Ryan,Scott,Ryan.Scott@gmail.com,Apricots,Zeugolatio,200_01,37.938205,22.800683,Flooding,The_tense_mouth_induces_sneeze.,2022-10-30
Jorge,Nelson,Jorge.Nelson@gmail.com,Hazelnuts,Samos,831_00,37.76005902152866,26.909739987900434,Bacterium,The_bashful_ringworm_critiques_rotation.,2022-04-07
Maria,Garcia,Maria.Garcia@gmail.com,Strawberries,Pyrgos,271_00,37.67233571019897,21.4417812436724,Flooding,The_axiomatic_quality_places_downgrade.,2022-02-12
Cody,Murphy,Cody.Murphy@gmail.com,Cherries,Larisa,415_00,39.63017613682956,22.444708945998894,Hail,The_wacky_cliff_preserves_gutter.,2023-05-26
Carol,Hayes,Carol.Hayes@gmail.com,Spinach,Lefkada,311_00,38.708115485301256,20.68488440821939,Pruning,The_smooth_update_hides_beech.,2021-08-01
Luis,Miller,Luis.Miller@gmail.com,Carrots,Korinthos,201_0037.93703065732604,22.92739337226209,,Rain,The_unequaled_enforcement_sparks_taxpayer.,2022-04-01
Debra,Clark,Debra.Clark@gmail.com,Onions,Alexandroupoli,681_00,40.857439388892736,25.888462204185355,Other,The_stereotyped_surfboard_causes_plagiarism.,2023-02-28
Eric,Barrett,Eric.Barrett@gmail.com,Kiwi_fruits,Naxos,843_00,37.07653293413093,25.392318952559446,Hail,The_abstracted_chowder_educates_volunteering.,2022-11-09
David,Stephens,David.Stephens@gmail.com,Asparagus,Mantinia,220_05,37.6165132045188,22.384159084709285,Freeze,The_vulgar_spawn_coughs_cross-stitch.,2021-01-16
