fromHarbor,toHarbor,price,departureDate,departureTime,arrivalTime,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration,index
Naoussa_Parou-Greece_(NAS),Glyfada_Saronikou-Greece_(GFD),27.596685065548908,23/11/1993,22:45:59,1900-01-02_15:42:59,15/07/1988,Saint_Helena,760-960-7458,Heidi,Fowler,Heidi.Fowler@gmail.com,GB*,Heidi,Fowler,09/32,41
Eretria-Greece_(ERE),Eleusina-Greece_(EEU),90.73229692437836,04/07/2014,01:10:10,1900-01-01_07:42:10,19/04/1982,Croatia,8699242901,Audrey,Jackson,Audrey.Jackson@gmail.com,GB*,Audrey,Jackson,05/29,32
Skiros-Greece_(SKU),Skaramangas-Greece_(SKA),20.698765529295244,04/04/2009,12:42:36,1900-01-02_02:56:36,04/06/1983,Switzerland,6453322394,Monica,Richardson,Monica.Richardson@gmail.com,GB*,Monica,Richardson,02/31,27
Korinthos-Greece_(KRT),Palaia_Fokaia-Greece_(PFA),99.76357168675104,11/10/2017,06:36:37,1900-01-01_23:14:37,31/03/1976,Falkland_Islands_(Malvinas),105-832-5388,Derrick,Smith,Derrick.Smith@gmail.com,GB*,Derrick,Smith,12/30,14
Palaia_Epidavros-Greece_(PEP),Eleusina-Greece_(EEU),41.05276494939265,06/04/1996,13:51:29,1900-01-02_04:43:29,30/03/1986,Uzbekistan,(731)631-2512,Tammy,Collins,Tammy.Collins@gmail.com,GB*,Tammy,Collins,06/24,65
Plakias_Rethimnou-Greece_(ALG),Skopelos-Greece_(SKO),49.29862422128173,16/05/2010,09:34:44,1900-01-01_16:06:44,22/07/2000,Hong_Kong,523-570-4075,Angela,Manning,Angela.Manning@gmail.com,GB*,Angela,Manning,10/31,96
Pessada_Kefallinnias-Greece_(PSK),LOUTRAKI_KORINTHIAS-Greece_(769),31.170316098257818,06/09/2006,02:56:16,1900-01-01_17:17:16,19/09/1989,Finland,+1-378-968-6147,Alan,Marsh,Alan.Marsh@gmail.com,GB*,Alan,Marsh,01/26,66
Vrisakia-Greece_(VRI),Skopelos-Greece_(SKO),53.6789682611855,10/06/1971,03:06:43,1900-01-01_13:17:43,15/07/1988,Turkmenistan,676-290-5054,Judith,Nichols,Judith.Nichols@gmail.com,GB*,Judith,Nichols,12/26,57
Perama_Geras_Mytilinis-Greece_(PGM),Achladi-Greece_(ACL),71.6470710303301,04/05/1993,20:32:04,1900-01-02_12:15:04,02/12/2001,Ireland,(741)569-2374,Hector,King,Hector.King@gmail.com,GB*,Hector,King,06/32,37
Mirina-Greece_(MYR),Agia_Roumeli-Greece_(ROU),45.55254448574019,20/11/2003,20:13:50,1900-01-02_16:03:50,05/12/2000,Finland,006-769-4607,Tiffany,Harris,Tiffany.Harris@gmail.com,GB*,Tiffany,Harris,02/29,62
Karystos-Greece_(KST),Karpathos-Greece_(AOK),77.4044944052355,21/12/2013,10:41:33,1900-01-01_16:49:33,11/01/1986,Malta,+1-100-808-2571,Andrew,Peterson,Andrew.Peterson@gmail.com,GB*,Andrew,Peterson,05/26,44
Faneromeni_Salaminas-Greece_(FNR),KOULOURA_AIGIOU-Greece_(760),79.66520894295375,30/11/1975,20:17:44,1900-01-02_10:27:44,15/02/1995,Andorra,609.927.2462,Robert,Green,Robert.Green@gmail.com,GB*,Robert,Green,07/28,49
PORTO_LAPHIA_EUBOIAS-Greece_(821),Pessada_Kefallinnias-Greece_(PSK),19.48419189083648,30/05/2013,09:06:09,1900-01-01_18:02:09,16/06/1991,Uzbekistan,(788)238-2672,Mindy,Hill,Mindy.Hill@gmail.com,GB*,Mindy,Hill,03/32,64
Assos-Greece_(SOS),Keramoti-Greece_(KER),56.66419299084126,28/07/2020,17:28:21,1900-01-02_08:52:21,29/01/2000,Anguilla,851.285.2145,Erika,Riley,Erika.Riley@gmail.com,GB*,Erika,Riley,01/33,36
Edipsos-Greece_(EDI),Pissaetos_Ithakis-Greece_(PIS),15.29217823384464,28/07/2015,03:55:45,1900-01-01_12:21:45,10/01/1984,Philippines,7376019011,Anthony,Martin,Anthony.Martin@gmail.com,GB*,Anthony,Martin,11/27,19
PSATHOPURGOS_AKHAIAS-Greece_(848),Kimolos-Greece_(KMS),55.50822360993797,26/09/1985,00:21:08,1900-01-01_03:41:08,10/04/1973,Kiribati,4837607744,Jennifer,Matthews,Jennifer.Matthews@gmail.com,GB*,Jennifer,Matthews,06/31,53
Mytilene-Greece_(MJT),Andirrion-Greece_(ANT),29.7913929022706,01/09/1994,15:59:49,1900-01-01_23:45:49,12/02/1983,Monaco,+1-043-826-8724,Sean,Wu,Sean.Wu@gmail.com,GB*,Sean,Wu,10/32,67
Volos-Greece_(VOL),Pachi-Greece_(PME),81.7466725536334,24/02/2023,22:48:01,1900-01-02_07:33:01,31/03/1983,Czech_Republic,7577002627,Brittany,Marshall,Brittany.Marshall@gmail.com,GB*,Brittany,Marshall,01/29,68
Diafanion-Greece_(DIA),Agia_Marina_Fthiotidas-Greece_(AGM),30.91402441579371,09/02/2005,05:34:10,1900-01-01_14:14:10,24/11/1984,Cameroon,001-020-072-3082,Adrian,Moody,Adrian.Moody@gmail.com,GB*,Adrian,Moody,11/25,59
Skaloma-Greece_(SKM),Antikyra-Greece_(ATK),35.22260245438097,26/10/2004,06:22:53,1900-01-01_09:06:53,13/11/1983,Oman,(082)904-6378,Brenda,Mahoney,Brenda.Mahoney@gmail.com,GB*,Brenda,Mahoney,07/32,12
Stavros_Halkidikis-Greece_(SHA),Xirokambion-Greece_(XKB),94.9993194310252,18/07/1992,22:34:00,1900-01-02_03:06:00,03/03/1977,Mali,884-135-0369,Michelle,Howell,Michelle.Howell@gmail.com,GB*,Michelle,Howell,03/27,28
PURGOS_KARUSTIAS_EUBOIAS-Greece_(824),Nea_Stira-Greece_(NST),30.62483840778388,17/11/1997,18:04:15,1900-01-02_00:59:15,16/10/2000,Mozambique,9999326765,Jaime,Jones,Jaime.Jones@gmail.com,GB*,Jaime,Jones,08/26,5
Amfilochia-Greece_(AMF),NEOS_MARMARAS_KHALKIDIKES-Greece_(793),49.84156665745402,06/02/2006,08:57:25,1900-01-01_19:19:25,05/02/2003,Norfolk_Island,371-606-2194,Lisa,Wilson,Lisa.Wilson@gmail.com,GB*,Lisa,Wilson,12/28,42
MAKRONISOS-Greece_(856),Platygiali_Etoloakarnanias-Greece_(PLG),38.697722088650565,06/07/2020,16:59:15,1900-01-01_22:37:15,13/07/1972,Macao,404.807.3526,Taylor,Giles,Taylor.Giles@gmail.com,GB*,Taylor,Giles,11/28,77
TUROS_ARKADIAS-Greece_(840),Kalamata-Greece_(KLX),73.40546698048519,20/03/2012,20:25:26,1900-01-02_16:02:26,23/07/1971,Botswana,252-845-5926,Heather,Meyer,Heather.Meyer@gmail.com,GB*,Heather,Meyer,12/24,43
Rhodes-Greece_(RHO),Petra-Greece_(PLV),88.72036290931102,30/08/1973,13:30:28,1900-01-02_01:18:28,30/03/1976,Nauru,3716779509,Lisa,Erickson,Lisa.Erickson@gmail.com,GB*,Lisa,Erickson,07/27,85
Agios_Nikolaos_Fokidas-Greece_(AGF),AGIOS_IOANNES_MAGNESIAS-Greece_(705),24.449340904896864,02/01/1998,00:31:35,1900-01-01_02:45:35,26/10/1994,Turks_and_Caicos_Islands,(777)688-4684,Matthew,Allen,Matthew.Allen@gmail.com,GB*,Matthew,Allen,08/30,90
MAKRONISOS-Greece_(856),Sikionia-Greece_(SIK),34.643592491176946,26/11/1988,02:30:10,1900-01-01_21:05:10,18/03/1997,Falkland_Islands_(Malvinas),986.870.6687,Danielle,Lewis,Danielle.Lewis@gmail.com,GB*,Danielle,Lewis,02/29,11
Kalymnos-Greece_(KMI),DERBENI_KORINTHIAS-Greece_(730),63.47320888520544,19/08/2022,03:22:45,1900-01-01_16:21:45,18/07/1988,Guam,(380)232-4130,Kendra,Murray,Kendra.Murray@gmail.com,GB*,Kendra,Murray,10/24,0
Moudhros-Greece_(MDR),Ithaki_(Ithaca)-Greece_(ITH),68.45995773730606,19/04/2012,16:34:53,1900-01-02_04:41:53,08/09/1993,Lesotho,+1-813-553-4366,Andrea,Ray,Andrea.Ray@gmail.com,GB*,Andrea,Ray,04/25,69
PANORMITES_SUMES-Greece_(088),Soupri-Greece_(SOR),88.26198945478347,19/03/2009,18:56:55,1900-01-02_11:39:55,13/03/1983,Seychelles,732.276.6596,David,Chavez,David.Chavez@gmail.com,GB*,David,Chavez,10/23,74
Kiato-Greece_(KIO),Lefkada_(Lefkas)-Greece_(LEV),37.84929515861914,04/04/2022,21:03:58,1900-01-02_04:46:58,29/12/1998,Slovenia,+1-411-629-2019,William,Ruiz,William.Ruiz@gmail.com,GB*,William,Ruiz,03/27,51
Adamas_Milos-Greece_(ADL),Myrtos_Beach-Greece_(MYB),83.75167641855379,20/03/2005,15:34:12,1900-01-02_06:05:12,17/02/1995,Gabon,(449)131-0239,Edward,Young,Edward.Young@gmail.com,GB*,Edward,Young,09/30,92
Paloukia-Greece_(PAO),EPANOME_THESSALONIKES-Greece_(735),60.55534099203777,14/06/1991,01:43:17,1900-01-01_05:23:17,09/08/1999,Slovakia_(Slovak_Republic),+1-341-122-3693,Christopher,Rivera,Christopher.Rivera@gmail.com,GB*,Christopher,Rivera,05/32,56
PISO_LIVADI_PAROS-Greece_(857),Chios-Greece_(JKH),15.48615521623838,05/12/2015,15:09:14,1900-01-02_09:16:14,15/08/2004,Tajikistan,+1-396-380-3410,Melissa,West,Melissa.West@gmail.com,GB*,Melissa,West,01/25,39
Hydra_(Idhra)-Greece_(HYD),Pissaetos_Ithakis-Greece_(PIS),19.13859487748677,14/06/1996,02:03:24,1900-01-01_15:27:24,04/06/1985,South_Africa,(236)840-7232,Tim,Chase,Tim.Chase@gmail.com,GB*,Tim,Chase,01/24,89
Seriphos-Greece_(SER),Vrisakia-Greece_(VRI),54.75018100612128,03/07/2007,14:13:12,1900-01-02_08:31:12,18/08/1980,Austria,901.222.3520,Kelly,Santiago,Kelly.Santiago@gmail.com,GB*,Kelly,Santiago,03/33,54
Aktio_Vonitsas-Greece_(AKT),AGIOS_IOANNES_MAGNESIAS-Greece_(705),85.12453316651872,18/10/1998,13:28:20,1900-01-01_16:21:20,28/05/1972,Libyan_Arab_Jamahiriya,(739)046-6317,Wayne,Adams,Wayne.Adams@gmail.com,GB*,Wayne,Adams,06/32,6
Vassiliki_Leykadas-Greece_(VSS),Oia_Kyklades-Greece_(OIK),48.87527373983862,29/10/2009,16:43:36,1900-01-02_09:10:36,17/02/1976,Brazil,820.435.9082,Sherri,Martinez,Sherri.Martinez@gmail.com,GB*,Sherri,Martinez,07/32,52
Palaia_Fokaia-Greece_(PFA),Stavrochorion-Greece_(SCR),68.34416393209366,21/05/1974,02:38:34,1900-01-01_06:01:34,02/04/1989,Argentina,(718)112-2766,Cameron,Holmes,Cameron.Holmes@gmail.com,GB*,Cameron,Holmes,04/24,79
Kardamaina_Kos-Greece_(KRM),Pissaetos_Ithakis-Greece_(PIS),60.834807902752175,25/11/2006,23:31:14,1900-01-02_17:38:14,04/03/1995,Ireland,(191)705-5521,Lisa,Liu,Lisa.Liu@gmail.com,GB*,Lisa,Liu,11/24,17
Katapola-Greece_(KTP),Agia_Efimia-Greece_(AEF),27.1445494646169,20/10/1979,03:14:11,1900-01-01_20:54:11,05/03/1998,Holy_See_(Vatican_City_State),867-191-1974,Jonathan,Ballard,Jonathan.Ballard@gmail.com,GB*,Jonathan,Ballard,08/25,81
Molyvos-Greece_(MOL),Lefkada_(Lefkas)-Greece_(LEV),68.4280617788701,07/08/1972,16:37:47,1900-01-02_04:14:47,18/09/1980,Liberia,(680)363-3326,David,Day,David.Day@gmail.com,GB*,David,Day,05/25,63
RAKHAI_PHTHIOTIDAS-Greece_(825),Limni-Greece_(LII),22.195213249930266,14/07/1992,02:23:38,1900-01-01_06:06:38,30/05/2002,Algeria,9826493312,Tara,Graham,Tara.Graham@gmail.com,GB*,Tara,Graham,01/30,76
Monemvasia-Greece_(MON),Skaloma-Greece_(SKM),84.22802299450491,17/09/2021,09:40:21,1900-01-01_10:53:21,16/10/1992,Pitcairn_Islands,2185193631,Theresa,Dean,Theresa.Dean@gmail.com,GB*,Theresa,Dean,05/30,93
Argostolion-Greece_(ARM),Piraeus-Greece_(PIR),51.05706265181488,16/06/2003,23:44:03,1900-01-02_05:05:03,15/01/1996,Greenland,491.222.3208,Jeremy,Brown,Jeremy.Brown@gmail.com,GB*,Jeremy,Brown,12/29,21
Antikyra-Greece_(ATK),Amaliapolis-Greece_(APL),29.58427531128544,02/11/2009,12:09:52,1900-01-02_02:57:52,30/10/1973,Russian_Federation,615.000.5093,Raymond,Young,Raymond.Young@gmail.com,GB*,Raymond,Young,09/31,8
Trypiti_Chalkidikis-Greece_(TRY),Larymna-Greece_(LRY),87.43935815099516,11/01/2019,09:11:45,1900-01-01_18:03:45,19/05/1993,Angola,(775)208-8678,Cheryl,Gutierrez,Cheryl.Gutierrez@gmail.com,GB*,Cheryl,Gutierrez,09/27,34
KHOREUTO_BOLOU-Greece_(847),Nea_Moudhania-Greece_(NMA),11.026721297172507,04/11/1994,17:12:25,1900-01-02_03:56:25,26/04/2004,Antigua_and_Barbuda,+1-620-570-2844,Sean,Jones,Sean.Jones@gmail.com,GB*,Sean,Jones,10/32,82
KOTRONAS_LAKONIAS-Greece_(757),Politika-Greece_(PTK),36.46776898616051,16/06/2013,03:20:40,1900-01-01_06:07:40,17/11/2002,Rwanda,363-802-9474,Latoya,Austin,Latoya.Austin@gmail.com,GB*,Latoya,Austin,02/24,70
Galatas_Troizinas-Greece_(GAL),Chalkida-Greece_(CLK),71.05283206563814,17/03/2013,08:52:52,1900-01-01_16:59:52,16/08/1993,Macedonia,163.852.8089,Keith,Hill,Keith.Hill@gmail.com,GB*,Keith,Hill,07/23,91
Mathraki_Diapontioi_Island-Greece_(MTR),Nea_Moudhania-Greece_(NMA),44.59700779067845,06/11/1971,09:19:45,1900-01-01_18:44:45,15/12/2001,Jordan,(100)073-7769,Charles,Jordan,Charles.Jordan@gmail.com,GB*,Charles,Jordan,02/24,29
Katerini-Greece_(KEI),Samos-Greece_(SMI),13.291838794924956,30/12/1970,06:15:20,1900-01-01_10:45:20,30/05/1988,Bulgaria,761.799.0560,Dana,Walker,Dana.Walker@gmail.com,GB*,Dana,Walker,11/27,60
PORTO_KARRA_KHALKIDIKES-Greece_(854),NEA_PERAMOS-Greece_(902),34.34762306926079,22/04/1972,10:53:41,1900-01-02_05:59:41,17/04/1997,Andorra,1164748544,Daniel,Foster,Daniel.Foster@gmail.com,GB*,Daniel,Foster,10/23,22
Samos-Greece_(SMI),Pythagoreion-Greece_(PYT),44.18956782898806,03/03/2002,20:57:02,1900-01-02_03:25:02,14/03/1990,Australia,318.273.0255,Susan,Cruz,Susan.Cruz@gmail.com,GB*,Susan,Cruz,11/28,98
PAMPHILA_LESBOU-Greece_(806),Kalamata-Greece_(KLX),97.17182191160283,26/11/1979,15:21:43,1900-01-02_06:12:43,05/03/1985,Vanuatu,720-394-5668,Julie,Knox,Julie.Knox@gmail.com,GB*,Julie,Knox,06/23,35
Skafidia-Greece_(SKD),PAKHEIA_AMMOS_IERAPETRA-Greece_(810),74.85743556482012,15/05/1983,05:39:41,1900-01-01_20:39:41,28/03/1977,Gabon,001-007-075-1843,Christopher,Zuniga,Christopher.Zuniga@gmail.com,GB*,Christopher,Zuniga,03/31,16
DERBENI_KORINTHIAS-Greece_(730),PSATHOPURGOS_AKHAIAS-Greece_(848),27.19132207712891,13/08/1994,05:21:52,1900-01-01_10:00:52,01/02/1978,Montserrat,0329270359,Richard,Brooks,Richard.Brooks@gmail.com,GB*,Richard,Brooks,04/29,38
Potamos_Antikithera-Greece_(POA),Kastelli_Kissamou-Greece_(KIS),81.29456026813381,25/11/1992,12:29:04,1900-01-02_04:55:04,16/04/1985,Austria,6110584649,Raymond,Russell,Raymond.Russell@gmail.com,GB*,Raymond,Russell,04/23,48
Peyki_Evvoias-Greece_(PYV),Skaramangas-Greece_(SKA),81.92501014117705,30/03/1973,02:05:39,1900-01-01_04:59:39,10/08/1985,Ukraine,090-072-5682,Samantha,Parker,Samantha.Parker@gmail.com,GB*,Samantha,Parker,03/28,25
Pyrgos-Greece_(PYR),Astypalaia-Greece_(JTY),37.42620701667786,18/10/2015,04:40:29,1900-01-01_19:32:29,17/12/2003,Bahamas,014-855-0498,Dominic,Walker,Dominic.Walker@gmail.com,GB*,Dominic,Walker,03/33,30
Salamis-Greece_(SAL),MOURTOS_THESPROTIAS-Greece_(781),38.13985225587399,27/08/1982,21:43:08,1900-01-02_09:14:08,06/04/1977,Japan,001-684-986-1478,Christopher,Baldwin,Christopher.Baldwin@gmail.com,GB*,Christopher,Baldwin,05/31,88
Eretria-Greece_(ERE),Kythnos-Greece_(KYT),21.885990119583145,16/03/1992,14:36:30,1900-01-01_21:52:30,16/06/1980,Peru,001-628-953-8589,Kirk,Bray,Kirk.Bray@gmail.com,GB*,Kirk,Bray,05/29,23
Perama_Geras_Mytilinis-Greece_(PGM),Psakhna-Greece_(PSA),27.0436823379016,10/07/1999,22:00:21,1900-01-02_03:07:21,29/12/2000,Philippines,(901)786-5832,Melvin,Jackson,Melvin.Jackson@gmail.com,GB*,Melvin,Jackson,11/32,84
MOURTOS_THESPROTIAS-Greece_(781),Petries_Evvoias-Greece_(PRE),21.1158021596986,16/02/1990,16:55:59,1900-01-02_06:31:59,19/06/1976,Senegal,5132548442,Alison,Wallace,Alison.Wallace@gmail.com,GB*,Alison,Wallace,12/23,99
KOTRONAS_LAKONIAS-Greece_(757),Thira-Greece_(JTR),33.09025199848668,10/02/1989,22:29:09,1900-01-02_11:04:09,23/03/1988,Tuvalu,2493362423,Tina,Parker,Tina.Parker@gmail.com,GB*,Tina,Parker,03/24,83
Skopelos-Greece_(SKO),Othonoi-Greece_(OTH),28.997151874472483,20/09/2010,09:06:41,1900-01-02_01:24:41,10/10/1998,Senegal,862.653.9418,Michael,Brown,Michael.Brown@gmail.com,GB*,Michael,Brown,05/29,61
PISO_LIVADI_PAROS-Greece_(857),Agia_Marina_Grammatikou_Attikis-Greece_(GMA),98.1731012579621,09/02/1978,22:30:38,1900-01-02_08:09:38,04/11/1999,Guatemala,888.239.3608,Ryan,Nguyen,Ryan.Nguyen@gmail.com,GB*,Ryan,Nguyen,06/27,7
Delos-Greece_(DOS),Antiparos-Greece_(ANP),94.98891736854534,27/12/2006,01:09:37,1900-01-01_16:44:37,23/09/2001,Gabon,(572)219-0833,John,Joseph,John.Joseph@gmail.com,GB*,John,Joseph,12/29,45
Istanbul-Greece_(TR-IST),PSATHOPURGOS_AKHAIAS-Greece_(848),73.01178830216924,05/11/1984,15:24:06,1900-01-02_02:49:06,13/05/2001,Cocos_(Keeling)_Islands,(435)363-1205,William,Shah,William.Shah@gmail.com,GB*,William,Shah,01/26,94
AGIOKAMPOS_EUBOIAS_(OREON)-Greece_(AOR),Agios_Stefanos_Corfu-Greece_(ASF),20.57664107791944,04/07/2016,01:52:07,1900-01-01_07:23:07,02/10/1973,Pitcairn_Islands,1003206561,Anna,Smith,Anna.Smith@gmail.com,GB*,Anna,Smith,03/25,40
Andirrion-Greece_(ANT),DERBENI_KORINTHIAS-Greece_(730),94.88181964054289,13/01/2018,15:18:58,1900-01-01_17:20:58,19/07/1971,Norway,333.751.1057,Ryan,Dixon,Ryan.Dixon@gmail.com,GB*,Ryan,Dixon,05/31,4
Glyfada_Saronikou-Greece_(GFD),Agria-Greece_(AGA),36.84498196173588,03/09/1983,13:02:06,1900-01-01_16:55:06,20/01/1993,Ukraine,3173562750,Faith,Jones,Faith.Jones@gmail.com,GB*,Faith,Jones,02/24,50
PLATAMONAS_PIERIAS-Greece_(816),Vassiliki_Leykadas-Greece_(VSS),82.35470397070661,07/10/1973,11:46:08,1900-01-01_13:19:08,08/06/1994,Ghana,+1-807-590-1172,Travis,Page,Travis.Page@gmail.com,GB*,Travis,Page,04/30,13
Herakleia_Kykladon-Greece_(HRK),SUKAMINEA_LESBOU-Greece_(834),46.60699468704954,23/11/2012,04:41:13,1900-01-01_06:45:13,18/01/1973,Western_Sahara,0298165769,Dale,Garcia,Dale.Garcia@gmail.com,GB*,Dale,Garcia,12/28,86
PANAGIOUDA_LESBOU-Greece_(807),Phserimos_Dodekanisou-Greece_(PSE),26.36879087388376,21/05/2018,21:51:33,1900-01-02_04:20:33,27/12/2003,Lebanon,(668)231-2285,Renee,Cruz,Renee.Cruz@gmail.com,GB*,Renee,Cruz,05/30,20
Tilos-Greece_(TIL),PLAKA_LEMNOU-Greece_(815),91.01290592327936,18/03/1980,12:53:24,1900-01-01_23:42:24,20/11/1985,Iraq,(265)490-3268,Christine,Woodward,Christine.Woodward@gmail.com,GB*,Christine,Woodward,09/31,1
Mirties_Kalimnou-Greece_(MRS),Kosta_Ermionidas-Greece_(KEM),13.56153135795908,09/10/1988,07:13:44,1900-01-01_15:25:44,21/10/1997,India,+1-140-825-9448,Jeffrey,Smith,Jeffrey.Smith@gmail.com,GB*,Jeffrey,Smith,10/28,2
PANORMITES_SUMES-Greece_(088),Kalymnos-Greece_(KMI),87.38952916350654,22/12/1978,16:22:26,1900-01-02_06:41:26,31/10/1986,China,053-197-5655,Brittany,Roberts,Brittany.Roberts@gmail.com,GB*,Brittany,Roberts,10/26,18
Kalamos_Island_(Lefkada)-Greece_(KAI),Saint_Nicolas-Greece_(STN),26.774874987624344,10/01/1973,10:44:02,1900-01-01_17:13:02,23/09/2000,Taiwan,592-381-1455,Leah,Simpson,Leah.Simpson@gmail.com,GB*,Leah,Simpson,06/29,31
Paxi-Greece_(PAX),Oia_Kyklades-Greece_(OIK),42.16030069351135,02/11/1981,03:58:21,1900-01-01_17:06:21,30/07/1989,Spain,986-936-2038,Jeremy,Palmer,Jeremy.Palmer@gmail.com,GB*,Jeremy,Palmer,03/30,75
Kos-Greece_(KGS),Kalymnos-Greece_(KMI),43.0139972838323,30/01/2009,18:27:24,1900-01-01_21:00:24,29/08/1995,Niger,001-609-252-9520,Joy,Thompson,Joy.Thompson@gmail.com,GB*,Joy,Thompson,04/32,78
Gavdos_Chanea-Greece_(GAD),Paloukia-Greece_(PAO),84.48850562004132,04/01/1976,05:21:06,1900-01-01_23:28:06,03/08/2004,Central_African_Republic,365.954.0252,Scott,Allen,Scott.Allen@gmail.com,GB*,Scott,Allen,01/28,58
KITROS_PIERIAS-Greece_(753),MOURTOS_THESPROTIAS-Greece_(781),74.8024536308808,19/07/1993,19:16:46,1900-01-02_02:24:46,15/04/1998,Switzerland,(642)074-0642,Kimberly,Fuller,Kimberly.Fuller@gmail.com,GB*,Kimberly,Fuller,09/31,26
Stylida_(Stylis)-Greece_(SYS),Lefkada_(Lefkas)-Greece_(LEV),40.765856862574736,02/07/1975,14:15:06,1900-01-01_17:57:06,06/02/1990,United_States_of_America,674-125-1246,Benjamin,Williams,Benjamin.Williams@gmail.com,GB*,Benjamin,Williams,04/25,55
Molyvos-Greece_(MOL),Epidavros-Greece_(EPI),72.26097000164492,19/03/1976,12:23:54,1900-01-02_05:20:54,09/04/1979,Somalia,5307977959,Heather,Williams,Heather.Williams@gmail.com,GB*,Heather,Williams,01/28,3
